Heading,Summary,Link,PostedBy,PostedOnDate
Indigo records its highest market share in Sept,"Low cost airline Indigo recorded its highest ever market share of 40% for September as it continued to chip away at the share of other airlines with the sole exception of Spicejet, which managed to increase its market share marginally compared to the same period a year ago.",http://www.financialexpress.com/industry/companies/indigo-records-its-highest-market-share-in-sept/425599/,FE Bureau ," October 21, 2016 6:24 AM"
"Google Pixel XL: Real, direct competition to the Apple iPhone 7","When Google launched artificial intelligence (AI)-powered premium devices Pixel and Pixel XL earlier this month, the message was clear: The device with the personal Google Assistant built right in sounded the threat bugle for Apple iPhone 7 and 7 Plus. ",http://www.financialexpress.com/industry/tech/google-pixel-xl-real-direct-competition-to-the-apple-iphone-7/425843/,IANS ," October 21, 2016 12:45 PM"
Apple: Many ‘genuine’ Apple products on Amazon are fake,Apple says it has been buying Apple chargers and cables labeled as genuine on Amazon.com and has found nearly 90 percent of them to be counterfeit.,http://www.financialexpress.com/industry/companies/apple-many-genuine-apple-products-on-amazon-are-fake/425564/,Associated Press ," October 21, 2016 3:56 AM"
"Now, get your groceries delivered by auto-aggregator Jugnoo",Leading auto-rickshaw aggregator Jugnoo on Thursday announced its entry into the grocery segment. ,http://www.financialexpress.com/industry/companies/now-get-your-groceries-delivered-by-auto-aggregator-jugnoo/425593/,FE Bureau ," October 21, 2016 6:22 AM"
"Microsoft adjusted revenue, profit beat as cloud shines",Microsoft Corp reported a 3.1 percent rise in adjusted revenue on Thursday as growth in its cloud business helped offset weakness in the personal computer market.,http://www.financialexpress.com/industry/companies/microsoft-adjusted-revenue-rises-3-1-per-cent/425509/,Reuters ," October 21, 2016 2:34 AM"
Eurolife Healthcare acquires Baxter India’s FFS infusions business,Pharma firm Eurolife Healthcare has acquired the Form-Fill-Seal (FFS) Infusion business from Baxter India for an undisclosed sum.,http://www.financialexpress.com/companies/eurolife-healthcare-acquires-baxter-indias-ffs-infusions-business/425329/,PTI ," October 20, 2016 6:34 PM"
"Snoopy, Loved as Friend, Lacking as Leader, Gets Boot at MetLife","When MetLife Inc was looking for a lovable face in the 1980s to appeal to individual customers, the cartoon character Snoopy was just the right beagle. Now that the company is exiting the US retail market and focusing on group coverage in the country, it’s time for a change.",http://www.financialexpress.com/industry/companies/snoopy-loved-as-friend-lacking-as-leader-gets-boot-at-metlife/425458/,Bloomberg ," October 20, 2016 11:42 PM"
"Telcos pay over Rs 32,400 crore to govt for spectrum purchase","Government has received over Rs 32,400 crore in upfront payments for telecom spectrum that was sold in the recently-held auction with five operators, including Bharti Airtel and newcomer Reliance Jio, paying Rs 19,981 crore.",http://www.financialexpress.com/companies/telcos-pay-over-rs-32400-crore-to-govt-for-spectrum-purchase/425417/,PTI ," October 20, 2016 10:17 PM"
"Wipro to acquire Appirio for Rs 3,340 crore","Country’s third largest IT firm Wipro said it will acquire cloud services company Appirio for $500 million (around Rs 3,340 crore) in a cash transaction.",http://www.financialexpress.com/companies/wipro-to-acquire-appirio-for-rs-3340-crore/425339/,PTI ," October 20, 2016 7:03 PM"
ONGC Tripura installs 110 MT rig at drill site,"In a bid to increase gas production in Tripura, the ONGC has installed a 110 MT rig at one of its drill sites, Gandhigram near here, at a cost of Rs 23.2 crore.",http://www.financialexpress.com/industry/companies/ongc-tripura-installs-110-mt-rig-at-drill-site/425258/,PTI ," October 20, 2016 5:41 PM"
Previous Global Investors Summit editions ‘super duper flop’: MP Congress,"Ahead of the Madhya Pradesh government’s Global Investors Summit (GIS), the Congress today launched a campaign to “expose nexus between government and businessmen to grab land”, as it termed the previous editions of the mega event as “super-duper flop.”",http://www.financialexpress.com/industry/investor-education/previous-global-investors-summit-editions-super-duper-flop-mp-congress/425239/,PTI ," October 20, 2016 5:38 PM"
India growing faster than US for us: Facebook,"Social networking giant Facebook today said it is witnessing strong growth in the Indian market, adding users at a faster pace than in the US, and the country could become its largest base in coming years.",http://www.financialexpress.com/industry/tech/india-growing-faster-than-us-for-us-facebook/425377/,PTI ," October 20, 2016 8:44 PM"
Hyundai recalls midsize cars; sunroofs can fly into traffic,"Hyundai is recalling nearly 63,000 midsize cars in the US because the panoramic glass sunroofs can come loose and fly into traffic.",http://www.financialexpress.com/companies/hyundai-recalls-midsize-cars-sunroofs-can-fly-into-traffic/425363/,Associated Press ," October 20, 2016 7:56 PM"
Not looking for a partner in NMDC’s Nagarnar steel plant: Government,"The steel ministry today said it is not looking for a partner in the state-owned NMDC’s 3-mtpa steel plant at Nagarnar for which the government is lining up around Rs 15,525 crore.",http://www.financialexpress.com/industry/companies/not-looking-for-a-partner-in-nmdcs-nagarnar-steel-plant-government/425242/,PTI ," October 20, 2016 5:28 PM"
HP goes bullish on India; launches 33 printers in a day,New launches include 17 printers focused on A4 segment and 16 on A3 segment,http://www.financialexpress.com/industry/companies/hp-goes-bullish-on-india-launches-33-printers-in-a-day/425477/,Mohd Ujaley ," October 21, 2016 1:43 AM"
Yes Bank Q2 profit jumps 31 per cent to Rs 802 crore,Private sector lender Yes Bank reported a 31.3 per cent jump in net profit to Rs 801.5 crore for the second quarter ended September 30.,http://www.financialexpress.com/industry/banking-finance/yes-bank-q2-profit-jumps-31-per-cent-to-rs-802-crore/425264/,PTI ," October 20, 2016 5:40 PM"
Chinese brands a huge success in Indian smartphone market: Report,"Despite calls for boycott of Chinese goods on Indian social media, the sales of Chinese smartphones are on the rise due to growing acceptance of brands like Vivo, Oppo, Huawei, Xiaomi and Lenovo, suggests a report in the state-owned media.",http://www.financialexpress.com/industry/tech/chinese-brands-a-huge-success-in-indian-smartphone-market-report/425277/,IANS ," October 20, 2016 5:45 PM"
Reliance Jio says adding 6-11 lakh customers everyday,"Despite the rampant call drops issue it is facing since launch, Reliance Jio said it is adding anywhere between 0.6 million and 1.1 million customers a day and maintained it will be investing Rs 1 trillion more in operations by 2020.",http://www.financialexpress.com/companies/reliance-jio-says-adding-6-11-lakh-customers-everyday/425389/,PTI ," October 20, 2016 9:19 PM"
Reliance Jio may extend your free 4G data period,Reliance Jio will reportedly extend the period of free 4G services if its subscribers are unable to get adequate connectivity due to interconnection.,http://www.financialexpress.com/industry/companies/reliance-jio-may-extend-your-free-4g-data-period/425201/,FE Online ," October 20, 2016 6:00 PM"
ATM compromise: Yes Bank says vendors need to do more,"In wake of a system-wide security scare triggered by a malware attack on systems of its vendor Hitachi Payment Systems, Yes Bank sought to distance itself from the breach and stressed on need to police service providers in a better way.",http://www.financialexpress.com/industry/banking-finance/atm-compromise-yes-bank-says-vendors-need-to-do-more/425336/,PTI ," October 20, 2016 6:57 PM"
Tata Motors optimising structure to speed up product launches,"With a view to adapt to the fast changing demands in the automobile market, Tata Motors is optimising its organisational structure in order to speed up introduction of new products.",http://www.financialexpress.com/companies/tata-motors-optimising-structure-to-speed-up-product-launches/425325/,PTI ," October 20, 2016 6:27 PM"
RBI relaxes norms for foreign investment in startups,"Foreign Venture Capital Investors (FVCIs) can invest in Indian startups without prior permission of the RBI, the central bank said today.",http://www.financialexpress.com/industry/sme/rbi-relaxes-norms-for-foreign-investment-in-startups/425444/,PTI ," October 20, 2016 11:19 PM"
Panasonic eyes 20 per cent market share in air purifiers by FY21,Japanese consumer electronic major Panasonic is aiming at a 20 per cent marketshare in home air purifiers segment over the next four years.,http://www.financialexpress.com/companies/panasonic-eyes-20-per-cent-market-share-in-air-purifiers-by-fy21/425382/,PTI ," October 20, 2016 9:01 PM"
Reliance Jio blames rivals for 75 per cent call failure on its network,"Charging incumbent operators of “anti-competitive behaviour”, Reliance Jio Infocomm said over 75 per cent of calls on its network are still failing due to insufficient interconnection facility provided by other operators.",http://www.financialexpress.com/companies/reliance-jio-blames-rivals-for-75-per-cent-call-failure-on-its-network/425420/,PTI ," October 20, 2016 10:27 PM"
Need for improving school performance stressed at workshop,"The need for effective schools and improving school performance is increasingly felt in the Indian education system to provide quality education to all children, Prof Pranati Panda said.",http://www.financialexpress.com/industry/jobs/need-for-improving-school-performance-stressed-at-workshop/425256/,PTI ," October 20, 2016 5:35 PM"
Volkswagen brand chief eyes 3.7 billion euros of cost cuts by 2021: Sources,"Volkswagen is targeting about 3.7 billion euros ($4.1 billion) of cost cuts at its core autos division by 2021 as it wrestles with labour leaders over a turnaround plan, sources said.",http://www.financialexpress.com/industry/companies/volkswagen-brand-chief-eyes-3-7-billion-euros-of-cost-cuts-by-2021-sources/425252/,Reuters ," October 20, 2016 5:31 PM"
"No need to panic, debit cards are safe: Finance Ministry","Seeking to calm worried customers following feared security breach of over 32 lakh debit cards of various banks, Finance Ministry said they constitute only a small number of the total such cards which are “completely safe”, with no need for panic.",http://www.financialexpress.com/industry/banking-finance/no-need-to-panic-debit-cards-are-safe-finance-ministry/425411/,PTI ," October 20, 2016 10:11 PM"
